item,itemLabel,alias
http://www.wikidata.org/entity/Q259488,"Nadejda Mountbatten, Marchioness of Milford Haven",Countess Nadejda Mikhailovna de Torby
http://www.wikidata.org/entity/Q259488,"Nadejda Mountbatten, Marchioness of Milford Haven",Nada de Torby
http://www.wikidata.org/entity/Q259488,"Nadejda Mountbatten, Marchioness of Milford Haven",Nada Mountbatten
http://www.wikidata.org/entity/Q268139,Lady Davina Windsor,Denny Lewis
http://www.wikidata.org/entity/Q268139,Lady Davina Windsor,Davina Elizabeth Alice Benedikte Windsor
http://www.wikidata.org/entity/Q268139,Lady Davina Windsor,Davina Lewis
http://www.wikidata.org/entity/Q268139,Lady Davina Windsor,Lady Davina Elizabeth Alice Benedikte Lewis
http://www.wikidata.org/entity/Q268139,Lady Davina Windsor,Lady Davina Elizabeth Alice Benedikte Windsor
http://www.wikidata.org/entity/Q268139,Lady Davina Windsor,Lady Davina Lewis
http://www.wikidata.org/entity/Q268139,Lady Davina Windsor,Davina Windsor
http://www.wikidata.org/entity/Q268821,Princess Margriet of the Netherlands,Margriet Francisca  of the Netherlands
http://www.wikidata.org/entity/Q268821,Princess Margriet of the Netherlands,Margriet Francisca van Oranje-Nassau
http://www.wikidata.org/entity/Q268821,Princess Margriet of the Netherlands,Margriet of the Netherlands
http://www.wikidata.org/entity/Q268821,Princess Margriet of the Netherlands,Margriet van Oranje
http://www.wikidata.org/entity/Q268821,Princess Margriet of the Netherlands,Princess Margriet Francisca of the Netherlands
http://www.wikidata.org/entity/Q269412,George V,George Windsor
http://www.wikidata.org/entity/Q269412,George V,King George V
http://www.wikidata.org/entity/Q269412,George V,George Frederick Ernest Albert
http://www.wikidata.org/entity/Q269412,George V,George Frederick Ernest Albert Saxe-Coburg-Gotha
http://www.wikidata.org/entity/Q269412,George V,George Frederick Ernest Albert Windsor
http://www.wikidata.org/entity/Q269412,George V,George Saxe-Coburg-Gotha
http://www.wikidata.org/entity/Q269412,George V,George V (King of Great Britain)
http://www.wikidata.org/entity/Q269412,George V,George V of the United Kingdom
http://www.wikidata.org/entity/Q269493,Infanta Beatriz of Spain,"Infanta Beatriz, Princess of Civitella-Cesi"
http://www.wikidata.org/entity/Q269493,Infanta Beatriz of Spain,Infanta Doña. Beatriz Isabel Federica Alfonsa Eugénie Cristina Maria Teresia Bienvenida Ladislàa of Spain
http://www.wikidata.org/entity/Q269679,Princess Mabel of Orange-Nassau,Mabel Martine Los
http://www.wikidata.org/entity/Q269679,Princess Mabel of Orange-Nassau,Mabel Martine Wisse Smit
http://www.wikidata.org/entity/Q269679,Princess Mabel of Orange-Nassau,Mabel van Oranje
http://www.wikidata.org/entity/Q269679,Princess Mabel of Orange-Nassau,Mabel Wisse Smit
http://www.wikidata.org/entity/Q271995,"Edwina Mountbatten, Countess Mountbatten of Burma",Countess Mountbatten
http://www.wikidata.org/entity/Q271995,"Edwina Mountbatten, Countess Mountbatten of Burma",Dame Edwina Cynthia Annette Mountbatten
http://www.wikidata.org/entity/Q271995,"Edwina Mountbatten, Countess Mountbatten of Burma",Edwina Cynthia Annette Ashley
http://www.wikidata.org/entity/Q271995,"Edwina Mountbatten, Countess Mountbatten of Burma",Edwina Cynthia Annette Mountbatten
http://www.wikidata.org/entity/Q271995,"Edwina Mountbatten, Countess Mountbatten of Burma",Lady Edwina (Cynthia Annette) Mountbatten Countess Mountbatten of Burma
http://www.wikidata.org/entity/Q271995,"Edwina Mountbatten, Countess Mountbatten of Burma",Lady Mountbatten of Burma
http://www.wikidata.org/entity/Q271998,Princess Marie Louise of Hanover,Marie Louise of Hanover and Cumberland
http://www.wikidata.org/entity/Q271998,Princess Marie Louise of Hanover,Princess Marie Louise of Hanover
http://www.wikidata.org/entity/Q271998,Princess Marie Louise of Hanover,Princess Marie Louise of Hanover and Cumberland
http://www.wikidata.org/entity/Q271998,Princess Marie Louise of Hanover,"Princess Marie Louise, Margravine of Baden"
http://www.wikidata.org/entity/Q272905,"Alexandra Manley, Countess of Frederiksborg",Alexandra Christina Manley
http://www.wikidata.org/entity/Q272905,"Alexandra Manley, Countess of Frederiksborg","Alexandra Christina Manley, Countess of Frederiksborg"
http://www.wikidata.org/entity/Q272905,"Alexandra Manley, Countess of Frederiksborg",Alexandra Manley
http://www.wikidata.org/entity/Q272905,"Alexandra Manley, Countess of Frederiksborg","Princess Alexandra, Countess of Frederiksborg"
http://www.wikidata.org/entity/Q272905,"Alexandra Manley, Countess of Frederiksborg","Princess Alexandra, Princess Joachim of Denmark"
http://www.wikidata.org/entity/Q273237,Princess Isabelle d’Orléans,Isabelle d’Orléans
http://www.wikidata.org/entity/Q273237,Princess Isabelle d’Orléans,Isabelle Françoise Hélène Marie d'Orléans
http://www.wikidata.org/entity/Q273237,Princess Isabelle d’Orléans,Princess Isabelle Françoise Hélène Marie d'Orléans
http://www.wikidata.org/entity/Q280856,George VI,George Windsor
http://www.wikidata.org/entity/Q280856,George VI,Bertie
http://www.wikidata.org/entity/Q280856,George VI,"Prince Albert, Duke of York"
http://www.wikidata.org/entity/Q280856,George VI,King George VI
http://www.wikidata.org/entity/Q280856,George VI,Albert Frederick Arthur George
http://www.wikidata.org/entity/Q280856,George VI,Albert Frederick Arthur George Windsor
http://www.wikidata.org/entity/Q280856,George VI,Albert Windsor
http://www.wikidata.org/entity/Q280856,George VI,H.M. King George VI
http://www.wikidata.org/entity/Q280856,George VI,Industrial Prince
http://www.wikidata.org/entity/Q280856,George VI,Prince Albert Frederick Arthur George of Cornwall and York
http://www.wikidata.org/entity/Q280856,George VI,Prince Albert Frederick Arthur George of Wales
http://www.wikidata.org/entity/Q280856,George VI,Prince Albert Frederick Arthur George of York
http://www.wikidata.org/entity/Q280856,George VI,"Prince Albert Frederick Arthur George, Duke of York"
http://www.wikidata.org/entity/Q280856,George VI,Prince Albert of Cornwall and York
http://www.wikidata.org/entity/Q280856,George VI,Prince Albert of Wales
http://www.wikidata.org/entity/Q280856,George VI,Prince Albert of York
http://www.wikidata.org/entity/Q313752,Prince Michael of Kent,Michael George Charles Franklin
http://www.wikidata.org/entity/Q313752,Prince Michael of Kent,Prince Michael George Charles Franklin of Kent
http://www.wikidata.org/entity/Q313857,"Infante Juan, Count of Barcelona",Infante Juan of Barcelona
http://www.wikidata.org/entity/Q280856,George VI,The Prince Albert Frederick Arthur George of the United Kingdom
http://www.wikidata.org/entity/Q280856,George VI,"The Prince Albert Frederick Arthur George, Duke of York"
http://www.wikidata.org/entity/Q280856,George VI,The Prince Albert of the United Kingdom
http://www.wikidata.org/entity/Q280856,George VI,"The Prince Albert, Duke of York"
http://www.wikidata.org/entity/Q285326,Princess Maria Elisabeth of Bavaria,Maria Elisabeth Franziska Josepha Therese von Bayern
http://www.wikidata.org/entity/Q285326,Princess Maria Elisabeth of Bavaria,Maria Isabel da Baviera
http://www.wikidata.org/entity/Q292274,Princess Theodora of Greece and Denmark,Theodora Greece
http://www.wikidata.org/entity/Q292274,Princess Theodora of Greece and Denmark,Theodora of Greece and Denmark
http://www.wikidata.org/entity/Q292274,Princess Theodora of Greece and Denmark,"Theodora zu Schleswig-Holstein-Sonderburg-Glücksburg, Princess of Greece and Denmark"
http://www.wikidata.org/entity/Q297743,Lillie Langtry,Emilie Charlotte Langtry
http://www.wikidata.org/entity/Q297743,Lillie Langtry,Emilie Charlotte Le Breton
http://www.wikidata.org/entity/Q297743,Lillie Langtry,Emilie Charlotte Le Breton De Bathe
http://www.wikidata.org/entity/Q297743,Lillie Langtry,Emilie Charlotte Le Breton Langtry
http://www.wikidata.org/entity/Q297743,Lillie Langtry,Emily Charlotte le Breton
http://www.wikidata.org/entity/Q297743,Lillie Langtry,Jersey Lilly
http://www.wikidata.org/entity/Q297743,Lillie Langtry,Jersey Lily
http://www.wikidata.org/entity/Q297743,Lillie Langtry,Lilly Langtry
http://www.wikidata.org/entity/Q297743,Lillie Langtry,Lily Langtry
http://www.wikidata.org/entity/Q297743,Lillie Langtry,Mrs. Langtry
http://www.wikidata.org/entity/Q310488,Prince John of the United Kingdom,Prince John
http://www.wikidata.org/entity/Q263623,Princess Irene of the Netherlands,Irene Emma Elisabeth of the Netherlands
http://www.wikidata.org/entity/Q263623,Princess Irene of the Netherlands,Irene Emma Elisabeth van Oranje-Nassau
http://www.wikidata.org/entity/Q263623,Princess Irene of the Netherlands,Irene of the Netherlands
http://www.wikidata.org/entity/Q263623,Princess Irene of the Netherlands,Irene van Oranje
http://www.wikidata.org/entity/Q263623,Princess Irene of the Netherlands,Princess Irene Emma Elisabeth of the Netherlands
http://www.wikidata.org/entity/Q265691,Princess Nathalie of Sayn-Wittgenstein-Berleburg,Nathalie Xenia Margareta Benedikte Prinzessin zu Sayn-Wittgenstein-Berleburg
http://www.wikidata.org/entity/Q265691,Princess Nathalie of Sayn-Wittgenstein-Berleburg,"Princess Nathalie, Mrs. Johannsmann"
http://www.wikidata.org/entity/Q267367,Princess Laurentien of the Netherlands,Laurentien Brinkhorst
http://www.wikidata.org/entity/Q267367,Princess Laurentien of the Netherlands,Petra Laurentien Brinkhorst
http://www.wikidata.org/entity/Q267367,Princess Laurentien of the Netherlands,"Princess Petra Laurentien of the Netherlands, Princess of Orange-Nassau, Mrs. van Amsberg"
http://www.wikidata.org/entity/Q331657,Daniel Chatto,Daniel St George Chatto
http://www.wikidata.org/entity/Q331657,Daniel Chatto,Daniel St. George Chatto
http://www.wikidata.org/entity/Q332969,"John Knatchbull, 7th Baron Brabourne",John Brabourne
http://www.wikidata.org/entity/Q335129,"George Mountbatten, 2nd Marquess of Milford Haven","George Louis Victor Henry Serge Mountbatten, 2nd Marquess of Milford Haven"
http://www.wikidata.org/entity/Q335129,"George Mountbatten, 2nd Marquess of Milford Haven","George Louis Victor Henry Serge Mountbatten, Earl of Medina"
http://www.wikidata.org/entity/Q335129,"George Mountbatten, 2nd Marquess of Milford Haven",George Medina
http://www.wikidata.org/entity/Q335129,"George Mountbatten, 2nd Marquess of Milford Haven",George Milford Haven
http://www.wikidata.org/entity/Q335129,"George Mountbatten, 2nd Marquess of Milford Haven","George Mountbatten, Earl of Medina"
http://www.wikidata.org/entity/Q335129,"George Mountbatten, 2nd Marquess of Milford Haven",Prince George Louis Victor Henry Serge of Battenberg
http://www.wikidata.org/entity/Q335129,"George Mountbatten, 2nd Marquess of Milford Haven",Prince George of Battenberg
http://www.wikidata.org/entity/Q335159,"Claude Bowes-Lyon, 14th Earl of Strathmore and Kinghorne","Claude George Bowes-Lyon, 14th and 1st Earl of Strathmore and Kinghorne"
http://www.wikidata.org/entity/Q335260,"Antony Armstrong-Jones, 1st Earl of Snowdon",Anthony Charles Robert Armstrong Jones
http://www.wikidata.org/entity/Q335260,"Antony Armstrong-Jones, 1st Earl of Snowdon",Anthony Charles Robert Armstrong-Jones
http://www.wikidata.org/entity/Q335260,"Antony Armstrong-Jones, 1st Earl of Snowdon","Antony Charles Robert Armstrong-Jones, 1st Earl of Snowdon"
http://www.wikidata.org/entity/Q335260,"Antony Armstrong-Jones, 1st Earl of Snowdon",Antony Snowdon
http://www.wikidata.org/entity/Q335260,"Antony Armstrong-Jones, 1st Earl of Snowdon","Antony, Earl of Snowdon"
http://www.wikidata.org/entity/Q335260,"Antony Armstrong-Jones, 1st Earl of Snowdon",Lord Snowden
http://www.wikidata.org/entity/Q335260,"Antony Armstrong-Jones, 1st Earl of Snowdon",Tony Armstrong-Jones
http://www.wikidata.org/entity/Q335260,"Antony Armstrong-Jones, 1st Earl of Snowdon",Tony Snowdon
http://www.wikidata.org/entity/Q354477,"Prince Philippe, Count of Paris",Louis-Philippe Albert d'Orléans
http://www.wikidata.org/entity/Q354477,"Prince Philippe, Count of Paris",Louis-Philippe-Albert d' Orléans
http://www.wikidata.org/entity/Q311442,"Louis Ferdinand, Prince of Prussia",Louis Ferdinand Victor Eduard Adalbert Michael Hubertus Prinz von Preußen
http://www.wikidata.org/entity/Q311442,"Louis Ferdinand, Prince of Prussia",Prince Louis Ferdinand
http://www.wikidata.org/entity/Q311442,"Louis Ferdinand, Prince of Prussia",Prince Louis Ferdinand of Prussia
http://www.wikidata.org/entity/Q313128,Prince Paul of Yugoslavia,Pablo Karagjorgjevich
http://www.wikidata.org/entity/Q313128,Prince Paul of Yugoslavia,Paul Karageorgevich
http://www.wikidata.org/entity/Q313128,Prince Paul of Yugoslavia,Paul of Yugoslavia
http://www.wikidata.org/entity/Q313128,Prince Paul of Yugoslavia,Pavle Karađorđević
http://www.wikidata.org/entity/Q313128,Prince Paul of Yugoslavia,Prince of Yugoslavia Paul
http://www.wikidata.org/entity/Q313128,Prince Paul of Yugoslavia,Prince of Yugoslavia Pavle
http://www.wikidata.org/entity/Q313128,Prince Paul of Yugoslavia,Prince of Yugoslavia Pavle Karađorđević
http://www.wikidata.org/entity/Q355254,Prince Constantijn of the Netherlands,Constantijn Christof Frederik Aschwin of the Netherlands
http://www.wikidata.org/entity/Q355254,Prince Constantijn of the Netherlands,Constantijn of the Netherlands
http://www.wikidata.org/entity/Q355254,Prince Constantijn of the Netherlands,Constantijn van Oranje-Nassau
http://www.wikidata.org/entity/Q355254,Prince Constantijn of the Netherlands,Prince Constantijn Christof Frederik Aschwin of the Netherlands
http://www.wikidata.org/entity/Q355254,Prince Constantijn of the Netherlands,"Prince Constantijn Christof Frederik Aschwin of the Netherlands, Prince of Orange-Nassau, Jonkheer van Amsberg"
http://www.wikidata.org/entity/Q356560,Iñaki Urdangarin,Don Iñaki Urdangarin Liebaert
http://www.wikidata.org/entity/Q381069,Prince Knud of Denmark,Prince Knud Christian Frederik Michael of Denmark
http://www.wikidata.org/entity/Q381700,"Pavlos, Crown Prince of Greece","Paul, Crown Prince of Greece"
http://www.wikidata.org/entity/Q381700,"Pavlos, Crown Prince of Greece",Pavlos de Grecia
http://www.wikidata.org/entity/Q381700,"Pavlos, Crown Prince of Greece","Pavlos zu Schleswig-Holstein-Sonderburg-Glücksburg, Crown Prince of Greece"
http://www.wikidata.org/entity/Q382226,"Grand Duke Vladimir Kirillovich, Grand Duke of Russia",Grand Duke Vladimir Kirillovich of Russia
http://www.wikidata.org/entity/Q382226,"Grand Duke Vladimir Kirillovich, Grand Duke of Russia",Prince Vladimir Kirillovich of Russia
http://www.wikidata.org/entity/Q430785,Lady Rose Windsor,Lady Rose Gilman
http://www.wikidata.org/entity/Q430785,Lady Rose Windsor,Lady Rose Victoria Birgitte Louise Windsor
http://www.wikidata.org/entity/Q430785,Lady Rose Windsor,Rose Victoria Birgitte Louise Gilman
http://www.wikidata.org/entity/Q430785,Lady Rose Windsor,Rose Victoria Birgitte Louise Windsor
http://www.wikidata.org/entity/Q430785,Lady Rose Windsor,Rose Windsor
http://www.wikidata.org/entity/Q430785,Lady Rose Windsor,Lady Rose Victoria Birgitte Louise Gilman
http://www.wikidata.org/entity/Q430785,Lady Rose Windsor,Rose Gilman
http://www.wikidata.org/entity/Q431121,"Prince Amedeo, 3rd Duke of Aosta",Amedeo di Savoia-Aosta
http://www.wikidata.org/entity/Q372954,Grand Duke Dmitri Pavlovich of Russia,"Dimitrii Pavlovich Romanov, Grand Duke of Russia"
http://www.wikidata.org/entity/Q379479,"Prince Lorenz, Archduke of Austria-Este",Lorenz Otto Erzherzog von Österreich
http://www.wikidata.org/entity/Q335615,"Michael Bowes-Lyon, 18th Earl of Strathmore and Kinghorne",Michael Bowes-Lyon
http://www.wikidata.org/entity/Q335615,"Michael Bowes-Lyon, 18th Earl of Strathmore and Kinghorne","Michael Bowes-Lyon, The Earl of Strathmore and Kinghorne"
http://www.wikidata.org/entity/Q336609,"George Lascelles, 7th Earl of Harewood",George Lascelles
http://www.wikidata.org/entity/Q336609,"George Lascelles, 7th Earl of Harewood",George Harewood
http://www.wikidata.org/entity/Q336609,"George Lascelles, 7th Earl of Harewood","George Henry Hubert Lascelles, 7th Earl of Harewood"
http://www.wikidata.org/entity/Q336609,"George Lascelles, 7th Earl of Harewood","George Henry Hubert Lascelles, Viscount Lascelles"
http://www.wikidata.org/entity/Q336609,"George Lascelles, 7th Earl of Harewood","George Lascelles, Viscount Lascelles"
http://www.wikidata.org/entity/Q336609,"George Lascelles, 7th Earl of Harewood",Hon. George Henry Hubert Lascelles
http://www.wikidata.org/entity/Q336609,"George Lascelles, 7th Earl of Harewood",Hon. George Lascelles
http://www.wikidata.org/entity/Q336609,"George Lascelles, 7th Earl of Harewood","Lascelles, George"
http://www.wikidata.org/entity/Q336691,"Patricia Knatchbull, 2nd Countess Mountbatten of Burma","Patricia Edwina Victoria Knatchbull, 2nd Countess Mountbatten of Burma"
http://www.wikidata.org/entity/Q336691,"Patricia Knatchbull, 2nd Countess Mountbatten of Burma","Patricia Edwina Victoria Knatchbull, Baroness Brabourne"
